Nombre de la revista,Número de la contribución,Autor de la contribución,Roles,Seudónimo / Abreviatura del nombre,País de origen,Título de la contribución,Número del fascículo,Fecha de publicación,Traducción,Traductor,Lengua en la que aparece en la revista,Lengua original [si es traducción],Tipo de contribución [Género según investigador],Tipo de contribución según la revista,Dedicatoria,Obras reseñadas [solo se indica para el caso de las reseñas],Cantidad de páginas,Paginación,Comentarios
Revista Moderna. (Enciclopedia colombiana),114,"Blanco Fombona, Rufino",Creador,NA,Venezuela,Bomboná,5,Mayo de 1915,No,NA,Español,NA,Poesía,Poesía,Revista Moderna,NA,2.5,369-371,Epígrafe de Bolívar
Revista Moderna. (Enciclopedia colombiana),115,Anónimo,Creador,NA,NA,NA,5,Mayo de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,372,NA
Revista Moderna. (Enciclopedia colombiana),116,Anónimo,Crítico,NA,NA,Ricardo Becerra,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,Comentario crítico,NA,NA,0.7,372,NA
Revista Moderna. (Enciclopedia colombiana),117,"Becerra, Ricardo",Creador,NA,Colombia,Discurso preliminar a la vida de Miranda (Fragmento),5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,Discurso,NA,NA,9.5,373-383,NA
Revista Moderna. (Enciclopedia colombiana),118,La dirección,Director,NA,Colombia,Revista Política,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,Revista polpitica,NA,NA,5,383-389,NA
Revista Moderna. (Enciclopedia colombiana),119,La dirección,Director,NA,Colombia,Las Bocas de Ceniza,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3,389-393,NA
Revista Moderna. (Enciclopedia colombiana),120,"Pérez Triana, Santiago",Creador,NA,Colombia,El Sombrero (Cuento frívolo),5,Mayo de 1915,No,NA,Español,NA,Prosa Ficción,Cuento,Revista Moderna,NA,7.5,394-402,Cuento inédito
Revista Moderna. (Enciclopedia colombiana),121,"Savage, R.H.",Creador,NA,Estados Unidos ,La desconocida,5,Mayo de 1915,Sí,NA,Español,Inglés,Prosa Ficción,Novela,NA,NA,12.5,403-416,Transferencia: traducción de novela
Revista Moderna. (Enciclopedia colombiana),122,La dirección,Creador,NA,Colombia,Lista de senadores para próximo período constitucional,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,2.5,416-419,NA
Revista Moderna. (Enciclopedia colombiana),123,La dirección,Creador,NA,Colombia,Antología de poetas hispano-americanos en francés,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.6,420,"En este comentario anuncian que se va a publicar esta obra en París . Han contactado al escritor chileno Francisco Contreras, del cuerpo de redacción del Mercure de Frances y este se ha comunicado con Revista Moderna para que difunda la información e indique a los escritores colombianos cuáles son los daros que deben enviar en caso que alguno de sus poemas sea escogido"
Revista Moderna. (Enciclopedia colombiana),124,La dirección,Creador,NA,Colombia,Aniversario,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,420,NA
Revista Moderna. (Enciclopedia colombiana),125,La dirección,Creador,NA,Colombia,Cámara de Comercio de Bogotá,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,421,NA
Revista Moderna. (Enciclopedia colombiana),126,La dirección,Creador,NA,Colombia,Importane concepto,5,Mayo de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.6,421,NA
Revista Moderna. (Enciclopedia colombiana),127,La dirección,Reseñista,NA,Colombia,Los archivos de Indias y la Biblioteca Colombiana de Sevilla,5,Mayo de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Los archivos de Indias y la Biblioteca Colombiana de Sevilla de E Larraurbe y Unanue,0.4,422,"Imprenta Emerié, París. El autor es el ""Presidente del Instituto histórico de Lima"""
Revista Moderna. (Enciclopedia colombiana),128,La dirección,Reseñista,NA,Colombia,Historia de la literatura española y antología de la misma,5,Mayo de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Historia de la literatura española y antología de la misma de Carlos Jünemann,0.6,422,"Friburgo de Brisgovia, 1913. B, Herder, librero editor pontificio"
Revista Moderna. (Enciclopedia colombiana),129,Anónimo,Creador,NA,NA,NA,5,Mayo de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1.5,NA,NA
Revista Moderna. (Enciclopedia colombiana),130,Anónimo,Creador,NA,NA,Obras de Cornelio Hispano,5,Mayo de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,0.5,NA,"Obras mencionadas: Diario de Bucaramanga o Vida íntima del Libertador Simón Bolivar, Elegías Caucanas, De parís al Amazonas. La cuestión peruana. Colombia en la guerra de independencia. La cuestión venezolana"
Revista Moderna. (Enciclopedia colombiana),131,Anónimo,Creador,NA,NA,"""La Patria""",5,Mayo de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,0.5,NA,Promoción de la Patria
Revista Moderna. (Enciclopedia colombiana),132,Anónimo,Creador,NA,NA,NA,5,Mayo de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,2.5,NA,Dentro de esta publicidad hay un aviso para los suscriptores morosos
Revista Moderna. (Enciclopedia colombiana),133,Anónimo,Creador,NA,NA,NA,6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,5,NA,NA
Revista Moderna. (Enciclopedia colombiana),134,"Cuervo Márquez, Emilio",Creador,NA,NA,Bogotá,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,14.5,423-438,NA
Revista Moderna. (Enciclopedia colombiana),135,Anónimo,Creador,NA,NA,Sant Pinxit,6,Junio de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,439,NA
Revista Moderna. (Enciclopedia colombiana),136,"Ramos Urdaneta, Alfredo",Director,NA,Colombia,Después de Waterloo. La última faz,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,5.4,439-444,NA
Revista Moderna. (Enciclopedia colombiana),137,"Segovia, L",Creador,NA,NA,La representación de las minorías,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,445-452,NA
Revista Moderna. (Enciclopedia colombiana),138,"Bissière, Roger",Creador,NA,Francia,La nueva Iliada,6,Junio de 1915,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,3,453-455,Transferencia: traducción. Aunque en la revista no lo dicen. VERIFICAR
Revista Moderna. (Enciclopedia colombiana),139,Anónimo,Creador,NA,NA,NA,6,Junio de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,456,NA
Revista Moderna. (Enciclopedia colombiana),140,La dirección,Crítico,NA,Colombia,Miguel Samper,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,Comentario crítico,NA,NA,0.7,456,NA
Revista Moderna. (Enciclopedia colombiana),141,"Samper, Miguel",Creador,NA,Colombia,Una renuncia,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,6.4,457-464,NA
Revista Moderna. (Enciclopedia colombiana),142,"Lorenzana, Máximo",Crítico,NA,NA,De la novela y el teatro,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,6,464-471,NA
Revista Moderna. (Enciclopedia colombiana),143,"Restrepo Gómez, Francisco",Creador,NA,Colombia,Alma vencida,6,Junio de 1915,No,NA,Español,NA,Prosa Ficción,Cuento,NA,NA,7,471-479,NA
Revista Moderna. (Enciclopedia colombiana),144,La dirección,Creador,NA,Colombia,Revista Política,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,Revista política,NA,NA,4.5,479-484,NA
Revista Moderna. (Enciclopedia colombiana),145,"Savage, R.H.",Creador,NA,Estados Unidos ,La desconocida,6,Junio de 1915,Sí,NA,Español,Inglés,Prosa Ficción,Novela,NA,NA,9.2,485-494,Transfrencia: traducción de novela
Revista Moderna. (Enciclopedia colombiana),146,La dirección,Creador,NA,Colombia,Nuestro primer volumen,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.3,494,"Los directores de la revista anuncia el término de su primer tomo y la continuación del segundo, gracias a la buena acofida de la revista"
Revista Moderna. (Enciclopedia colombiana),147,Anónimo,Creador,NA,NA,Biblioteca Nacional,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,494,NA
Revista Moderna. (Enciclopedia colombiana),148,Anónimo,Creador,NA,NA,José A. Silva,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,495,"Mencionan el homenaje que hace  ""La Patria"" a Silva y los autores que escribieron sobre este"
Revista Moderna. (Enciclopedia colombiana),149,Anónimo,Creador,NA,NA,Ferrocarril del Nordeste,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,495,NA
Revista Moderna. (Enciclopedia colombiana),150,Anónimo,Creador,NA,NA,Gobernadores,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.5,495-496,NA
Revista Moderna. (Enciclopedia colombiana),151,Anónimo,Creador,NA,NA,Importante publicación,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,496,NA
Revista Moderna. (Enciclopedia colombiana),152,Anónimo,Creador,NA,NA,Banco de Caldas,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,De la ciudad,NA,NA,0.4,496,NA
Revista Moderna. (Enciclopedia colombiana),153,Anónimo,Reseñista,NA,NA,La Colombie Economique,6,Junio de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,La Colombie Economique por René Roger,0.3,497,"Librería de R. Roger & F. Chernoviz, París"
Revista Moderna. (Enciclopedia colombiana),154,Anónimo,Reseñista,NA,NA,Don José Mejía y Lequerica en las cortes de Cádiz de 1810 a 1813,6,Junio de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Don José Mejía y Lequerica en las cortes de Cádiz de 1810 a 1813 por Alfredo Frlores y Caamaño,0.4,497,"Maucci, Barcelona"
Revista Moderna. (Enciclopedia colombiana),155,Anónimo,Creador,NA,NA,Libros y revistas,6,Junio de 1915,No,NA,Español,NA,Prosa No ficción,Bibliografía,NA,NA,0.7,497-498,"Agradecemos el envio de las siguientes publicaciones. Libros: Simón Bolívar por los más Grandes Escritores Americanos (Madrid). Luna de la Patria y otros poemas por Francisco Contreras (Santiago de Chile). Paisajes Sentimentales por Alfredo E. Martínez (Montevideo). Grtios del Combate por Darío García Váldes (Santander, Cauca). Curso de Derecho Civil Español por Eduardo Rodríguez Piñeres (Bogotá). Lecciones de Historia Universal por Germás B. Jiménez (Barranquilla). Geografía Elemental de Colombia por Angel M. Díaz Lemos (Medellín). Libro Blanco de la Crisis Europea (San Sebastian) Rodó por Alejandro Andrade Coello (Quito). REVISTAS: Revista de Filosofía, José Ingenieron, números 1 y 2 (Buenos Aires). Revista de Bibliografía Chilena y Extranjera, Emilio Vaisse, números 6 a 12 (Santiago de Chile). Hispania, S. Pérez Triana, número 41 (Londres). Letras, Isaac J. Barrera, número 29 (Quito). Bloques, R. Leonidas Torres, número 4 (Táchira, Venezuela). Proteo, Montiel Ballesteros, número 2 (Montevideo). Colección Ariel, J. García Monge, números 54 y 55 (San José de Costa Rica). La Miscelánea, Carlos A. Molina, número 12 y 13 (Medellín). Alma Nueva, C. Correa Uribe, G. Restrepo y L. C. Puerta, número 2 (Manizalez). Horizontes, RR.PP de la compañía de Jesús, número 58 (Bucaramanga). Cuba Cotemporánea, Carlos de Velasco, mayo, 1915 (Habana). Revista Bimestre Cubana, Fernando Ortíz y Ramiro Cabrera, enero, febrero, 1915 (Habana). Alpha, Antonio J. Cano, Ricardo Olano, número 86 (Medellín). Pánida, Félix Mejía A., número 8 (Medellín). Boletín Comercial, Benjaín Moreno, número 26-28(Medellín)."
Revista Moderna. (Enciclopedia colombiana),156,Anónimo,Creador,NA,NA,NA,6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1.5,NA,NA
Revista Moderna. (Enciclopedia colombiana),157,Anónimo,Creador,NA,NA,Obras de Cornelio Hispano,6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,0.5,NA,NA
Revista Moderna. (Enciclopedia colombiana),158,Anónimo,Creador,NA,NA,"""La Patria""",6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,0.5,NA,NA
Revista Moderna. (Enciclopedia colombiana),159,Anónimo,Creador,NA,NA,NA,6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1.5,NA,NA
Revista Moderna. (Enciclopedia colombiana),160,Anónimo,Creador,NA,NA,NA,6,Junio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA,información general de la revista sobre pagos y la lista de los lugares sobre los que han emitido informes y comisiones  
Revista Moderna. (Enciclopedia colombiana),161,"Pinxit, Ch. Gill",Ilustrador,NA,NA,Bolívar en 1810 (Colección del historiador Jules Mancini),7,Julio de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.7,5,Aquí empieza el Tomo II. Así que retoman la paginación
Revista Moderna. (Enciclopedia colombiana),162,La dirección,Director,NA,Colombia,Redención ferroviaria. De Bogotá a la Dorada directamente,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8.3,6--15,NA
Revista Moderna. (Enciclopedia colombiana),163,"Quijano, Arturo",Creador,NA,Colombia,La última firma del acta de la Independencia,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,9,15-25,NA
Revista Moderna. (Enciclopedia colombiana),164,"Maizeroy, René",Creador,NA,Francia,Paráisos terrenales,7,Julio de 1915,Sí,Revista Moderna,Español,NA,Prosa Ficción,NA,NA,NA,8.7,25-34,NA
Revista Moderna. (Enciclopedia colombiana),165,Anónimo,Creador,NA,NA,NA,7,Julio de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,35,NA
Revista Moderna. (Enciclopedia colombiana),166,La dirección,Crítico,NA,Colombia,Lino de Pombo,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Comentario crítico,NA,NA,1.7,35-36,NA
Revista Moderna. (Enciclopedia colombiana),167,"De Pombo, Lino",Creador,NA,Colombia,Remiscencias del sitio de Cartagena,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Páginas olvidadas,NA,NA,11.5,37-49,NA
Revista Moderna. (Enciclopedia colombiana),168,"Uribe, Diego",Creador,NA,Colombia,El tren de medianoche,7,Julio de 1915,No,NA,Español,NA,Poesía,NA,NA,NA,1.5,49-50,NA
Revista Moderna. (Enciclopedia colombiana),169,"Blanco Fombona, Rufino",Creador,NA,Venezuela,Bolívar y sus émulos,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,NA,Revista Moderna,NA,12.5,51-64,NA
Revista Moderna. (Enciclopedia colombiana),170,"Schwob, L.",Creador,NA,NA,La Madona de Nuremberg,7,Julio de 1915,Sí,NA,Español,NA,Prosa Ficción,NA,NA,NA,3.5,64-68,NA
Revista Moderna. (Enciclopedia colombiana),171,La dirección,Creador,NA,Colombia,Revista Política,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3,69-71,NA
Revista Moderna. (Enciclopedia colombiana),172,"Savage, R.H.",Creador,NA,Estados Unidos ,La desconocida,7,Julio de 1915,Sí,NA,Español,Inglés,Prosa Ficción,Novela,NA,NA,6,72-78,Transferencia: traducción de novela
Revista Moderna. (Enciclopedia colombiana),173,Anónimo,Creador,NA,NA,Bolívar en 1810  ,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.5,79,NA
Revista Moderna. (Enciclopedia colombiana),174,Anónimo,Creador,NA,NA,Ferrocarril de Santamaría,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.6,79-80,NA
Revista Moderna. (Enciclopedia colombiana),175,Anónimo,Creador,NA,NA,Cámara de Representantes,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,2.5,80-82,NA
Revista Moderna. (Enciclopedia colombiana),176,Anónimo,Creador,NA,NA,"Concurso de ""Revista Moderna""",7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.5,82,Hacen una lista de los títulos que presentaron al concurso para la mejor novela corta con argumento histórico
Revista Moderna. (Enciclopedia colombiana),177,Anónimo,Reseñista,NA,NA,Les Démocraties latines de L'Amerique,7,Julio de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Les Démocraties latines de L'Amerique de F. García-Calderón,0.7,83,"París-Ernest Flammarion, 1912"
Revista Moderna. (Enciclopedia colombiana),178,Anónimo,Reseñista,NA,NA,De Popayán a Quito,7,Julio de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,De Popayán a Quito.-Impresiones de viaje por Antonio Olano,0.6,83-84,"Quito, Tip. Salesiana, 1915"
Revista Moderna. (Enciclopedia colombiana),179,Anónimo,Creador,NA,NA,Libros y revistas,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,Bibliografía,NA,NA,0.8,84,"Agradecemos el envio de las siguientes publicaciones. Libros: Archivo Santander. Vol.V. Director Ernesto Restrepo Tirado. Deshojando el Silencio, por Julio Raúl Mendilaharsu (París). De l Pago por Consignación, por Nicolás Gamboa (Bogotá). La Ortografía y los Kuatro Senadores, por Umberto Enriques (Valparaíso). Labor intelectual 8artículos varios, novela, poesía) por Temístocles Avella M. (Bogotá). Revistas: Revista del Colegio Mayor de Nuestra Señora del Rosario, números 101 a 105 (Bogotá). La Cuna de América, Emilio A. Morel, números 13 y 14 (Santo Domingo). Horizontes. RR. PP, de la Compañía de Jesús, número 46 (Bucaramanga). Proteo, Artes y Letras, número 2 (Montevideo). Eco de los Andes, año II, número 2 (Bogotá). Omega, Tomás Calderón, número 5 (Salamina). Pánida, Feliz Mejía A. número 4 a 10 (Medellín). Hispania, S. Pérez Triana, año IV, número 41 (Londres). Popayán, A. Olano, M. Arroyo Díez, A. Aragón, T. Maya M. número 62 (Popayán). Boletín de Historia y Antigüedades, Organo de la Academia Nacional de Historia. Pedro M. Ibáñez. año X, númeor 109 (Bogotá). Cuba Contemporánea. Carlos de Velasco, junio, q915( Habana). América Latina, número 3 (Londres). Unión Ibero Americana, Manuel de Seralegui y Medina, abril 1915 (Madrid). Boletín Comercial (Organo de la Cámara de Comercio), número 29 y 30 (Medellín). Alma Nueva, E. Correa Uribe, etc, número 3 (Manizalez). Letras, Isaac J. Barrera, número 39 (Quito). Colección Ariel, J. García Monge, número 57 ( San José de Costa Rica)"
Revista Moderna. (Enciclopedia colombiana),180,Anónimo,Creador,NA,NA,NA,7,Julio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,8,NA,"Aquí siguen publicitando ""La Patria"""
Revista Moderna. (Enciclopedia colombiana),181,La dirección,Director,NA,Colombia,Prospecto,7,Julio de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,NA,NA
Revista Moderna. (Enciclopedia colombiana),182,Anónimo,Creador,NA,NA,Oficina de informaciones y comisiones gratuitas,7,Julio de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Lista de los lugares de los que han despachado informes y comisiones
Revista Moderna. (Enciclopedia colombiana),183,Anónimo,Creador,NA,NA,NA,8,Agosto de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,4,NA,NA
Revista Moderna. (Enciclopedia colombiana),184,"Olaya Herrera, Enrique",Creador,NA,Colombia,Balmaceda y los partidos en Chile,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,6.4,85-92,NA
Revista Moderna. (Enciclopedia colombiana),185,La dirección,Director,NA,Colombia,Los Bucaneros. Profesores de energía,8,Agosto de 1915,Sí,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,92-100,Al fina dice que es una adaptación de Revista Contemporánea. Corroborar si a  esto se refieren con traducción.
Revista Moderna. (Enciclopedia colombiana),186,"De Narváez, Antonio",Creador,NA,Colombia,Bancos de Emisión,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8.6,101-110,NA
Revista Moderna. (Enciclopedia colombiana),187,"Gómez Restrepo, Antonio",Creador,NA,Colombia,En el Album de Mercedes Samper Vergara,8,Agosto de 1915,No,NA,Español,NA,Poesía,NA,NA,NA,3.5,111-114,NA
Revista Moderna. (Enciclopedia colombiana),188,"Posada, Eduardo",Creador,NA,NA,Martires de 1817 y 1818,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4.5,114-119,NA
Revista Moderna. (Enciclopedia colombiana),189,Anónimo,Creador,NA,NA,NA,8,Agosto de 1915,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,120,Imagen de José Caicedo Rojas
Revista Moderna. (Enciclopedia colombiana),190,La dirección,Crítico,NA,Colombia,José Caicedo Rojas,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Comentario crítico,NA,NA,0.7,120,NA
Revista Moderna. (Enciclopedia colombiana),191,"Caicedo Rojas, José",Creador,NA,Colombia,Las gracias,8,Agosto de 1915,No,NA,Español,NA,Prosa Ficción,Páginas olvidadas,NA,NA,8,121-129,NA
Revista Moderna. (Enciclopedia colombiana),192,"D'Avenel, Vizconde",Creador,NA,NA,La lucha por la vida,8,Agosto de 1915,Sí,Revista Moderna,Español,NA,Prosa Ficción,NA,NA,NA,3.2,130-134,NA
Revista Moderna. (Enciclopedia colombiana),193,La dirección,Creador,NA,NA,Revista Política,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7.8,134-142,NA
Revista Moderna. (Enciclopedia colombiana),194,"Savage, R.H.",Creador,NA,Estados Unidos ,La desconocida,8,Agosto de 1915,Sí,NA,Español,Inglés,Prosa Ficción,Novela,NA,NA,13,143-156,Transferencia: traducción de novela
Revista Moderna. (Enciclopedia colombiana),195,Anónimo,Creador,NA,NA,Bogotá Distrito Nacional,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,1.2,157-158,NA
Revista Moderna. (Enciclopedia colombiana),196,Anónimo,Creador,NA,NA,Bocas de Ceniza,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,1,158-159,NA
Revista Moderna. (Enciclopedia colombiana),197,Anónimo,Creador,NA,NA,Por Cartagena,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.4,159,"Tomado de ""La Epoca"""
Revista Moderna. (Enciclopedia colombiana),198,Anónimo,Creador,NA,NA,Memorias ministeriales,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.3,159,NA
Revista Moderna. (Enciclopedia colombiana),199,Anónimo,Reseñista,NA,NA,Nuevo libro,8,Agosto de 1915,No,NA,Español,NA,Reseña,Notas,NA,Diana Cazadora de Clímaco Soto Borda,0.4,160,NA
Revista Moderna. (Enciclopedia colombiana),200,La dirección,Reseñista,NA,NA,Nuestra próxima novela,8,Agosto de 1915,No,NA,Español,NA,Reseña,Notas,NA,El Corsario de Goa de Henry de Brisay,0.4,160,Esta novela será publicada a partir del número 10 
Revista Moderna. (Enciclopedia colombiana),201,"Gautier, Judith",Creador,NA,NA,En China. El barbero,8,Agosto de 1915,Sí,Revista Moderna,Español,NA,Prosa Ficción,Prosas cortas,NA,NA,1.5,161-162,NA
Revista Moderna. (Enciclopedia colombiana),202,"Gautier, Judith",Creador,NA,NA,En China. El mandarín,8,Agosto de 1915,Sí,Revista Moderna,Español,NA,Prosa Ficción,Prosas cortas,NA,NA,0.8,162-163,NA
Revista Moderna. (Enciclopedia colombiana),203,Anónimo,Reseñista,NA,NA,Relaciones Internacionales entre Colombia y los Estados Unidos,8,Agosto de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Relaciones Internacionales entre Colombia y los Estados Unidos por Raimundo Rivas,0.5,163,"Bogotá. Imprenta Nacional, 1915"
Revista Moderna. (Enciclopedia colombiana),204,Revista de Bibliografía chilena,Reseñista,NA,NA,Parnaso Colombiano,8,Agosto de 1915,No,NA,Español,NA,Reseña,Bibliografía,NA,Parnaso Colombiano compilado por Eduardo Ory,0.5,163-164,"Tomado de ""Revista de Bibliografía chilena"
Revista Moderna. (Enciclopedia colombiana),205,Anónimo,Creador,NA,NA,Libros y revistas,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,Bibliografía,NA,NA,0.8,164,"Agradecemos el envío de las siguientes publicaciones: Libros. Relaciones Internacionales entre Colombia y los Estados Unidos. 1810-1850. por Raimundo Rivas (Bogotá). La Universidad de Tucumán, por Ricardo Rojas (Buenos Aires). Habeas Corpus, por Roberto Mantilla Valenzuela (Bogotá). El Libro del Trópico, por Arturo Ambrogi (San Salvador). Pétalos, Prosas breves, por Noah H.Gans (Barranquilla). El Tucumán del siglo XVI, por Ricardo Jaimes Freyre (Buenos Aires). Lacas y Dorados, con prólogo de Juan de Dios Peza, por Noah H. Gans (Barranquilla). A flor de Alma, por Miguel Rash Isla (Barranquilla). Contribución al estudio de la pena de Muerte en Cololombia, por Marcelino Uribe Arango (Bogotá). Bodas de plata del doctor don Rafael María Carrasquilla en en Rectorado del Colegio Mayor de Nuestra Señora del Rosario (Bogotá). Guía general del Valle del Cauca, por Carlos Gutierrez B. (Cali). Revistas: Revistas de Filosofía, José Ingenieros, myo 1915 (Buenos Aires). Prosa y Verso, Julio César Endara, junio 1915 (Quito). Hispania, S. Pérez Triana, junio 1915 (Londres). Revista de Instrucción Pública, mayo y junio 1915 (Bogotá). Revista Jurídica, Eduardo Guzmán Esponda, números 57 a 60, 1915 (Bogotá). Revista de compañía general de Seguros, número 3 (Bogotá). Revista Colombiana, órgano de la compañía General de Seguros número 2 (Bogotá). Colombia, J.M. Pérez Sarmiento, nnúmero 28 (Cádiz)."
Revista Moderna. (Enciclopedia colombiana),206,Anónimo,Creador,NA,NA,NA,8,Agosto de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,4,NA,Promoción de la Patria y un Bono para la suscripción de la Revista
Revista Moderna. (Enciclopedia colombiana),207,Anónimo,Creador,NA,NA,Prospecto,8,Agosto de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,NA,NA
Revista Moderna. (Enciclopedia colombiana),208,La dirección,Director,NA,Colombia,Indice de autores,9,Septiembre de 1915,No,NA,Español,NA,Prosa No ficción,Indice de autores,NA,NA,2,NA,"Aquí, además del índice de autores , encontramos la autoría de la dirección en muchos de los textos de la revista y el género que ellos le adjudican a varios de los textos."
Revista Moderna. (Enciclopedia colombiana),209,Anónimo,Creador,NA,NA,NA,9,Septiembre de 1915,No,NA,Español,NA,Publicidad,NA,NA,NA,4,NA,"Aquí se promociona ""La Patria"""
Revista Moderna. (Enciclopedia colombiana),210,La dirección,Director,NA,Colombia,Al margen de los informes ministeriales,9,Septiembre de 1915,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4.5,165-170,NA
Revista Moderna. (Enciclopedia colombiana),211,"Blanco Fombona, Rufino",Crítico,NA,Venezuela,Gutierrez Najera,9,Septiembre de 1915,No,NA,Español,NA,Prosa No ficción,NA,Revista Moderna,NA,19,165-185,NA
Revista Moderna. (Enciclopedia colombiana),212,"Lozano y Lozano, Fabio",Creador,NA,Colombia,El paso de los Andes,9,Septiembre de 1915,No,NA,Español,NA,Prosa No ficción,NA,Rafael M. Carrasquilla,NA,20,185-206,NA
Revista Moderna. (Enciclopedia colombiana),213,"Saíz, José María",Creador,NA,NA,Un episodio en en llano,9,Septiembre de 1915,No,NA,Español,NA,Prosa Ficción,NA,Revista Moderna,NA,5,206-212,NA
