"NombreR","NumContrib","Contributor","Roles","Seudonimo.x","Fuente","Sexo","PaisOrigen.y","Nacimiento","Muerte","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"CULTURA","23","Coradine, Alberto","Editor","SD",NA,NA,NA,NA,NA,"CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","24","Paláu, Alfonso","Editor","SD","Nieto; WW Latin America 1","M","Colombia","1886","1951","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","25","Molina Garcés, Ciro","Editor","SD","https://www.wikidata.org/wiki/Q18418605","M","Colombia","1891","1953","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","26","López de Mesa, Luis","Director","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","27","Carvajal, Manuel Antonio","Editor","Carvajal, M.A","Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","28","Escobar Larrazábal, Melitón","Editor","Escobar Larrazábal, M.",NA,NA,NA,NA,NA,"CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","29","Valencia, Miguel Santiago","Editor","SD","Arboleda, Gustavo; Nieto","M","Colombia","1814","1876","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","30","Rivas, Raimundo","Editor","SD","https://d-nb.info/gnd/1055243313","M","Colombia","1889","1946","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","31","Rueda Vargas, Tomás","Editor","SD","https://d-nb.info/gnd/1055472916","M","España","1879","1943","CULTURA","1","FEBRERO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","72","1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","32","SD","Ilustrador","SD",NA,NA,NA,NA,NA,NA,"2","MARZO, MCMXV","No",NA,"Español",NA,"Imagen",NA,NA,NA,"1",NA,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
"CULTURA","33","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","SD",NA,NA,"0.1",NA,"1. En este apartado mencionan que el valor de la suscripción a la revista por seis números que contiene 400 pp. Vale $1.50. 2. El valor de un ejemplar $0.25"
"CULTURA","34","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","Suscripción",NA,NA,"0.1",NA,"1. Aquí mencionan la dirección física y telegráfica de la revista para contactarla: ''ADMINISTRACIÓN: CALLE 12,NUMERO 110-A, DIRECCION TELEGRAFICA: ''CULTURA'' BOGOTA (COLOMBIA)"
"CULTURA","35","Nieto Caballero, Agustín","Editor","SD","https://www.wikidata.org/wiki/Q2827358","M","Colombia","1889","1975","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","36","Aparicio, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","37","Coradine, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","38","Paláu, Alfonso","Editor","SD","Nieto; WW Latin America 1","M","Colombia","1886","1951","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","39","Molina Garcés, Ciro","Editor","SD","https://www.wikidata.org/wiki/Q18418605","M","Colombia","1891","1953","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","40","López de Mesa, Luis","Director","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","41","Carvajal, Manuel Antonio","Editor","Carvajal, M.A","Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","42","Escobar Larrazábal, Melitón","Editor","Escobar Larrazábal, M.",NA,NA,NA,NA,NA,"FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","43","Valencia, Miguel Santiago","Editor","SD","Arboleda, Gustavo; Nieto","M","Colombia","1814","1876","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","44","Rivas, Raimundo","Editor","SD","https://d-nb.info/gnd/1055243313","M","Colombia","1889","1946","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","45","Rueda Vargas, Tomás","Editor","SD","https://d-nb.info/gnd/1055472916","M","España","1879","1943","FUNDADORES","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.3",NA,NA
"CULTURA","46","SD","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,"Droguería del Comercio","2","MARZO, MCMXV","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"0.5",NA,"1. Lista de medicamentos que se pueden adquirir en la droguería."
"CULTURA","47","SD","Editor","SD",NA,NA,NA,NA,NA,"REFORMA PARLAMENTARIA","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1.6","73-74","1. En este apartado hay un prospecto editorial sobre la opinión de, posiblemente, los editores y el director sobre la reforma parlamentaria; pero, no aparece el nombre explícito ni de todos los fundadores o el director, no hay una firma. 2. En una nota al pie de página mencionan que  ''Hemos estudiado los inconvenientes de esta reforma y hallamos que su bondad los superaría con mucho en una realización honrada''. Por lo que se puede asumir que varios de ellos o todos participaron en aquel debate."
"CULTURA","48","Coradine, Alberto","Creador","SD",NA,NA,NA,NA,NA,"LA VOLUNTAD DE VIVIR","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"7.6","75- 82","1.  En esta publicación en un fragmento del texto el autor menciona que los latinoamericanos ''sufrimos del mal de europeización''. "
"CULTURA","49","Castillo, Eduardo","Creador","Castillo, E.","https://es.wikipedia.org/wiki/Eduardo_Castillo","M","Colombia","1889","1938","ENCANTAMIENTO","2","MARZO, MCMXV","No",NA,"Español",NA,"Poesía",NA,"López de Mesa, Luis",NA,"0.5","83",NA
"CULTURA","50","Castillo, Eduardo","Creador","Castillo, E.","https://es.wikipedia.org/wiki/Eduardo_Castillo","M","Colombia","1889","1938","A LA JUVENTUD","2","MARZO, MCMXV","No",NA,"Español",NA,"Poesía",NA,"Restrepo Rivera, José",NA,"0.5","83","1. En este poema el autor pone debajo del título entre paréntesis (G.D'Annunzio)"
"CULTURA","51","Pardo Farelo, Enrique","Creador","SD","https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf","M","Colombia","1883","1965","DOBLE QUEBRANTO","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"3.6","84-87",NA
"CULTURA","52","Nieto Caballero, Agustín","Creador","SD","https://www.wikidata.org/wiki/Q2827358","M","Colombia","1889","1975","EDUCACION DEL ESPIRITU ","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"8","88-95","En esta publicación se hace alusión a Ribot, Durkheim, Lavisse,Binet, etc. También hay apartados sin traducir desde el francés. "
"CULTURA","53","Escobar Larrazábal, Melitón","Creador","Escobar Larrazábal, M.",NA,NA,NA,NA,NA,"LAS BASES DEL DERECHO TERRITORIAL","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"20.5","96-116",NA
"CULTURA","54","d'Ors, Eugenio","Creador","SD","https://es.wikipedia.org/wiki/Eugenio_d%27Ors","M","España","1881","1954","PALACIO DE LOCO","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa Ficción",NA,"Massó, Jaime y Torrents",NA,"3.5","117-120",NA
"CULTURA","55","Asbjørnsen, Peter Christen","Creador","SD","https://d-nb.info/gnd/11536904X","M","Noruega","1812","1885","LOS HOMBRES NECIOS Y LAS MALAS COMADRES","2","MARZO, MCMXV","Sí",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"2.6","121-123",NA
"CULTURA","56","Carvajal, Manuel Antonio","Creador","Carvajal, M.A","Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","EL MODERNISMO LITERARIO EN LA AMERICA LATINA","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"11.7","124-135","1. Importante apartado sobre el modernismo literario en América Latina. [REVISAR]"
"CULTURA","57","López de Mesa, Luis","Creador","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","LO TRASCENDENTE","2","MARZO, MCMXV","No",NA,"Español",NA,"Poesía",NA,NA,NA,"8","136-143","1. En esta publicación se menciona a Sócrates, Aristoteles, Spencer, Bergson, Boutroux, Wundt, Höffdin, etc."
"CULTURA","58","Rivas, Raimundo","Creador","SD","https://d-nb.info/gnd/1055243313","M","Colombia","1889","1946","MEMORANDUM SOBRE LAS RELACIONES ENTRE COLOMBIA Y LA SANTA SEDE (Desde 1810)","2","MARZO, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","144","1.En este apartado se concluye la publicación anterior de las relaciones entre Colombia y Roma."
"CULTURA","59","SD","Ilustrador","SD",NA,NA,NA,NA,NA,NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Imagen",NA,NA,NA,"1",NA,"1. La portada de la revista tiene elementos afines al neoclasicismo grecorromano y es de color café. 2. Contiene una columna que sostiene el nombre de la revista ''CULTURA'' en una tipografía especial, encima de ella hay siluetas de personas en caballos. En medio de esta ilustración se encuentra el contenido de la revista. 3. En la parte final de la página se encuentra el siguiente seudonimo ''ARBOLEDA VALENCIA BOGOTA'', este corresponde a la imprenta."
"CULTURA","33","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","SD",NA,NA,"0.3",NA,"1. [SE AGREGA EL VALOR DE LA PÁGINA DE ANUNCIOS] En este apartado mencionan que el valor de la suscripción a la revista por seis números que contiene 400 pp. Vale $1.50. 2. El valor de un ejemplar $0.25 3. En este número se añade en este apartado el valor de la página de anuncios que vale $5.00"
"CULTURA","60","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","Suscripción",NA,NA,"0.1",NA,"1. Aquí mencionan la dirección física y telegráfica de la revista para contactarla: ''ADMINISTRACIÓN: CALLE 12,NUMERO 110-A, DIRECCION TELEGRAFICA: ''CULTURA'' BOGOTA (COLOMBIA)"
"CULTURA","61","Nieto Caballero, Agustín","Editor","SD","https://www.wikidata.org/wiki/Q2827358","M","Colombia","1889","1975","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","62","Aparicio, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","63","Coradine, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","64","Paláu, Alfonso","Editor","SD","Nieto; WW Latin America 1","M","Colombia","1886","1951","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","65","López de Mesa, Luis","Director","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","66","Carvajal, Manuel Antonio","Editor","Carvajal, M.A","Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","67","Escobar Larrazábal, Melitón","Editor","Escobar Larrazábal, M.",NA,NA,NA,NA,NA,"FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","68","Rivas, Raimundo","Editor","SD","https://d-nb.info/gnd/1055243313","M","Colombia","1889","1946","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","69","Molina Garcés, Ciro","Editor","SD","https://www.wikidata.org/wiki/Q18418605","M","Colombia","1891","1953","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
"CULTURA","62","Urrutia, Francisco José","Crítico","SD","https://www.wikidata.org/wiki/Q1442058","M","Colombia","1870","1950","UN LIBRO DE HISTORIA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"14.3","1-15.","1. En este texto se realiza un análisis crítico a la obra Relaciones internacionales entre Colombia y Estados Unidos del autor Raimundo Rivas."
"CULTURA","72","Gómez Restrepo, Antonio María","Crítico","SD","https://es.wikipedia.org/wiki/Antonio_G%C3%B3mez_Restrepo","M","Colombia","1869","1947","UN LIBRO DE HISTORIA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"14.3","1-15.","1. En este texto se realiza un análisis sobre la obra Relaciones internacionales entre Colombia y Estados Unidos del autor Raimundo Rivas."
"CULTURA","73","Garcés, Enrique","Creador","SD","https://d-nb.info/gnd/1122698062","M","Ecuador","","","APUNTES SOBRE COLONIZACION AMAZONICA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"17","16-32",NA
"CULTURA","74","Pardo Farelo, Enrique","Creador","SD","https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf","M","Colombia","1883","1965","EL NIÑO QUE SUFRIA….","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"4.8","33-37","1. Es interesante observar que el título por estar en mayúsculas no tiene tilde, pero el encabezado sí tiene aunque este en mayúscula."
"CULTURA","75","Mesa Nicholls, Alejandro","Creador","SD",NA,NA,NA,NA,NA,"TORMENTA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.5","38","1. Hay un verso en el que aluden a ''la vieja Germania''"
"CULTURA","76","Mesa Nicholls, Alejandro","Creador","SD",NA,NA,NA,NA,NA,"PRIMAVERA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.5","38","1. En este poema hay se menciona a Europa."
"CULTURA","77","Santos, Gustavo","Creador","SD","https://d-nb.info/gnd/1055473017","M","","1892","","EN LA EXPOSICIÓN DE PINTURA","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"8","39-46","En el texto hay un epígrafe, en el cual hay una frase de Pascal."
"CULTURA","78","SD","Creador","Posada, E.",NA,NA,NA,NA,NA,"MODERNOS ESTUDIOS SOBRE COLON","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"7.5","47-54",NA
"CULTURA","79","Céspedes, Ángel María","Creador","SD","http://biblioteca.udea.edu.co:8080/leo/handle/123456789/3142","M","Colombia","1892","1956","FATALIDAD","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.6","55",NA
"CULTURA","80","Castro, Alfonso","Creador","SD","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Díaz Díaz, Gonzalo: Hombres y documentos de la filosofía española. - Madrid : Consejo Superior de Investigaciones Científicas. Instituto de Filosofía ""Luis Vives"", 1980-1998.","M","Colombia","1878","1943","MELIORISMO","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Poesía",NA,NA,NA,"6.2","55-61","1. Texto exclusivo para la revista CULTURA."
"CULTURA","81","Posada, Adolfo","Creador","SD","https://www.wikidata.org/wiki/Q8189593","M","España","1860","1944","LAS CAUSAS DEL RENACIMIENTO DE LAS CIUDADES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"4.5","62-67","1. Texto exclusivo para la revista CULTURA.  2. En la primera nota se menciona que es un capitulo preparatorio para un libro denominado El régimen municipal de la ciudad moderna del mismo autor."
"CULTURA","82","López de Mesa, Luis","Creador","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","ACCION SOCIAL","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"9.2","68-77","1. Se menciona al pueblo japonés y la civilización occidental. 2. También a Suiza, Estados Unidos y la reforma de las Escuelas Normales."
"CULTURA","83","SD","Ninguno de los anteriores","SD",NA,NA,NA,NA,NA,"AL MARGEN","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Prosa No ficción","AL MARGEN",NA,NA,"3.5","77-80","1. En esta sesión se realiza una crítica a la obra Relaciones internacionales entre Colombia y Estados Unidos de Raimundo Rivas (editor de la revista). 2. Hay otro apartado sobre la deontología social. 3. Finalmente, se habla de la educación higienista."
"CULTURA","84","Garcia Pujol, Domingo","Ninguno de los anteriores","SD","Ossorio y Bernard, Manuel","M","España","","","JOYERIA DE DOMINGO GARCIA P.","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"0.3",NA,NA
"CULTURA","85","Bohorquez, Daniel","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,"GRAN TAPICERIA PARISIENSE","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"0.3",NA,"1. Hay una transferencia en esta publicidad porque se está ofreciendo muebles con estilo parisino."
"CULTURA","86","SD","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,"ALMACEN DEL DIA MAQUINAS DE ESCRIBIR Remington","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"0.4",NA,"1. En esta publicidad se están ofertando máquinas de escribir de la marca Remington."
"CULTURA","87","Nieto Caballero, Agustín","Ninguno de los anteriores",NA,"https://www.wikidata.org/wiki/Q2827358","M","Colombia","1889","1975",NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"1. Esta publicidad y negocio puede estar a cargo del editor de la revista Agustín Nieto Caballero.  2. En el anuncio se menciona que importan las mejores casas europeas y norteamericanas."
"CULTURA","88","SD","Ilustrador","SD",NA,NA,NA,NA,NA,NA,"9","NOVIEMBRE, MCMXV","No",NA,"Español",NA,"Imagen",NA,NA,NA,"1",NA,"1. [CAMBIO DE IMPRENTA] La portada de la revista tiene elementos afines al neoclasicismo grecorromano y en esta ocasión se ve azul, aunque no se tiene certeza si es por la digitalización. 2. Contiene una columna que sostiene el nombre de la revista ''CULTURA'' en una tipografía especial, encima de ella hay siluetas de personas en caballos. En medio de esta ilustración se encuentra el contenido de la revista. 3. En la parte final de la página se encuentra el siguiente  nombre  ''JUAN CASIS IMPRENTA Y LITOGRAFIA'', este corresponde a la imprenta que en este número cambia."
"CULTURA","33","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","SD",NA,NA,"0.3",NA,"1. En este apartado mencionan que el valor de la suscripción a la revista por seis números que contiene 400 pp. Vale $1.50. 2. El valor de un ejemplar $0.25 3. En este número se añade en este apartado el valor de la página de anuncios que vale $5.00"
"CULTURA","60","Anónimo","Ninguno de los anteriores",NA,NA,NA,NA,NA,NA,NA,"7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","Suscripción",NA,NA,"0.1",NA,"1. Aquí mencionan la dirección física y telegráfica de la revista para contactarla: ''ADMINISTRACIÓN: CALLE 12,NUMERO 110-A, DIRECCION TELEGRAFICA: ''CULTURA'' BOGOTA (COLOMBIA)"
"CULTURA","61","Nieto Caballero, Agustín","Editor","SD","https://www.wikidata.org/wiki/Q2827358","M","Colombia","1889","1975","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,NA
"CULTURA","62","Aparicio, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,NA
"CULTURA","63","Coradine, Alberto","Editor","SD",NA,NA,NA,NA,NA,"FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,NA
"CULTURA","64","Paláu, Alfonso","Editor","SD","Nieto; WW Latin America 1","M","Colombia","1886","1951","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,NA
"CULTURA","65","López de Mesa, Luis","Director","López de Mesa.","http://viaf.org/viaf/100202949","M","Colombia","1884","1967","FUNDADORES","7","SEPTIEMBRE, MCMXV","No",NA,"Español",NA,"Publicidad","FUNDADORES",NA,NA,"0.4",NA,NA
