Nombre de la revista,Número de la contribución,Autor de la contribución,Roles,Seudónimo / Abreviatura del nombre,País de origen,Título de la contribución,Número del fascículo,Fecha de publicación,Traducción,Traductor,Lengua en la que aparece en la revista,Lengua original [si es traducción],Tipo de contribución [Género según investigador],Tipo de contribución según la revista,Dedicatoria,Obras reseñadas [solo se indica para el caso de las reseñas],Cantidad de páginas,Paginación,Comentarios
Revista Alas,29,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,NA,Fotografía a blanco y negro de un militar antioqueño que trabaja fuera del departamento. No se sabe quien tomó la foto.
Revista Alas,30,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,"Fotografía a blanco y negro de Sta. Lucía Restrepo. El crédito de la foto se le otorga a "" Foto. Americana"" y se menciona la tipografía ""Olympia""."
Revista Alas,31,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía a blanco y negro de Sta. María Villa. No se sabe quién tomó la foto.
Revista Alas,32,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,GRANDES OBRAS de ANTIOQUIA,NA,NA,0.3,NA,Fotografía a blanco y negro de obras públicas de Antioquia. No se sabe quién tomó la foto.
Revista Alas,33,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,GRANDES OBRAS de ANTIOQUIA,NA,NA,0.1,NA,Fotografía a blanco y negro de obras públicas de Antioquia. No se sabe quién tomó la foto.
Revista Alas,34,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,GRANDES OBRAS de ANTIOQUIA,NA,NA,0.1,NA,Fotografía a blanco y negro de obras públicas de Antioquia. No se sabe quién tomó la foto.
Revista Alas,35,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,GRANDES OBRAS de ANTIOQUIA,NA,NA,0.2,NA,Fotografía a blanco y negro de obras públicas de Antioquia. No se sabe quién tomó la foto.
Revista Alas,36,Anónimo,Ilustrador,NA,NA,Moderno Edificio,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,NA,Fotografía a blanco y negro de un edificio. No se sabe quién tomó la foto.
Revista Alas,37,Anónimo,Ilustrador,NA,NA,Basket-Ball,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,"Fotografía a blanco y negro del equipo femenino de Basket-Ball ""Blanco y Negro"". No se sabe quién tomó la foto."
Revista Alas,38,Anónimo,Ninguno de los anteriores,NA,Colombia,NA,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NOTAS,NA,NA,0.1,NA,Se anuncia que el próximo número contendrá una caricatura de Horacio Longas sobre el Maestro Paiba.
Revista Alas,39,Anónimo,Ninguno de los anteriores,NA,Colombia,NA,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NOTAS,NA,NA,0.1,NA,F de erratas en el artículo pasado de Paiba.
Revista Alas,40,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,NA,NA
Revista Alas,41,"Monvel, María",Creador,NA,Chile,Un cuartito de hotel,7,Junio 24 de 1933,No,NA,NA,NA,Poesía,Versos de,NA,NA,0.3,NA,Publicación de una poeta chilena.
Revista Alas,42,"Monvel, María",Creador,NA,Chile,Niña,7,Junio 24 de 1933,No,NA,NA,NA,Poesía,Versos de,NA,NA,0.2,NA,Publicación de una poeta chilena.
Revista Alas,43,"Monvel, María",Creador,NA,Chile,Niño,7,Junio 24 de 1933,No,NA,NA,NA,Poesía,Versos de,NA,NA,0.2,NA,Publicación de una poeta chilena.
Revista Alas,44,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.4,NA,NA
Revista Alas,45,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,24,NA
Revista Alas,46,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,NA,Publicidad con ilustración de mujer.
Revista Alas,47,"Argüello, Agenor",Creador,NA,Nicaragua,Gabriela Mistral,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,2.2,"26, 27, 28, 29","En el artículo el escritor nicaragüense hace una comparación de Gabriela Mistral con la poeta uruguaya Juana de Ibourou. Al final menciona a otras mujeres literatas: Teresa de la Parra, Alfonsina Storni, Julia García Gámes, Marta Brunet, Amada Labarca y Aida Moreno Lagos. Sin embargo, no se sabe la procedencia del texto, es decir, si se publicó antes o fue exclusivo para Alas."
Revista Alas,48,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,26,NA
Revista Alas,49,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,27,NA
Revista Alas,50,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,28,Publicidad del Taller editorial Helios.
Revista Alas,51,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,28,NA
Revista Alas,52,Anónimo,Creador,NA,NA,"Una Princesa rusa, danzarina",7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NOTICIAS NEOYORQUINAS,NA,NA,0.5,29,Se indica que fue escrito en Mayo o eso se entiende.
Revista Alas,53,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,29,NA
Revista Alas,54,Anónimo,Creador,NA,Colombia,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,30,Se anuncia que la colaboración para la revista es solicitada a los autores.
Revista Alas,55,Anónimo,Creador,J. Brown,NA,TALA BIRELL,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NOTAS DEL CINE,NA,NA,0.7,31,No se sabe quién es el autor. Artículo sobre actriz estadounidense.
Revista Alas,56,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NOTAS DEL CINE,NA,NA,0.3,31,Fotografía a blanco y negro de Tala Birell. No se sabe quién la tomó.
Revista Alas,57,"Echeverri Peláez, Alfonso",Creador,NA,Colombia,NOTAS DEPORTIVAS,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,1,"32, 33",Artículo divido por varios subtítulos.
Revista Alas,58,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,32,NA
Revista Alas,59,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,33,NA
Revista Alas,60,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,33,NA
Revista Alas,61,"Tejada, Luis",Creador,NA,Colombia,EL HOMBRE QUE QUIERE SER POETA,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,Gotas de tinta,NA,NA,0.5,34,"El texto es un recordatorio del centenario de la muerte de ""Sheley"",  Shelley. Hace refeerencia Chesterton."
Revista Alas,62,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,34,NA
Revista Alas,63,"Zuluaga y Gutiérrez, Alfredo",Creador,"Zuluaga y Gutiérrez, A.",Colombia,Sociología Inglesa,7,Junio 24 de 1933,No,NA,NA,NA,Prosa No ficción,Original para «Alas»,NA,NA,1,"35, 36",Esta colaboración continúa en el siguiente número. En esta entrega no aparece el nombre del autor.
Revista Alas,64,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,35,NA
Revista Alas,65,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,36,NA
Revista Alas,66,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,36,NA
Revista Alas,67,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,1,NA
Revista Alas,68,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,1,NA
Revista Alas,69,"Óspina de Navarro, Sofía",Creador,NA,Colombia,Los amores de Marta,7,Junio 24 de 1933,No,NA,NA,NA,Prosa Ficción,NA,NA,NA,0.9,"1, 2","Posibles transferencias. Esta página está al final y aun así aparece marcada como ""2""."
Revista Alas,70,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,2,NA
Revista Alas,71,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,2,NA
Revista Alas,72,Anónimo,Creador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,NA
Revista Alas,73,Anónimo,Ilustrador,NA,NA,NA,7,Junio 24 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,1,NA,La contraportada tiene un anuncio publicitario de Piel Roja con la imagen de una mujer. Se utiliza el verde al igual que en la portada.
Revista Alas,1,"Longas, Horacio",Ilustrador,Maestro Longas,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,1,NA,"Esta portada fue hecha especialmente para Alas.  Su creador: maestro Longas, quien ha sido publicado en la revista. Tema: la ruana en la ciudad."
Revista Alas,2,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,Publicidad de transporte fluvial.
Revista Alas,3,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,NA,NA
Revista Alas,4,"Marquez, Tomás",Creador,NA,Colombia,La Cartera de Andrés,8,Julio 8 de 1933,No,NA,NA,NA,Prosa Ficción,NA,NA,NA,0.4,NA,Menciona a Chopin.
Revista Alas,5,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,NA,NA
Revista Alas,6,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,9,4,Publicidad de medicamentos.
Revista Alas,7,Anónimo,Ninguno de los anteriores,NA,Colombia,NA,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,1,4,Comentario del director de Alas para que autores nacionales y extranjeros envíen sus obras sean reseñadas en la revista.
Revista Alas,8,"Paiba, Balbino",Creador,"Paiba, Balbino",Colombia,EL POETA CIRO MENDIA,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Para «Alas»,NA,NA,3.4,"NA, 6, 7, 8, 34","Hace una crítica intertextual y valorativa de la poesía de Ciro Mendía. Al inicio del artículo se aclara que es la cuarta entrega del Maestro Paiba, es decir, el autor. Referencias en el texto: Benvenuto cellini (escultor italiano), Baldomero Sanín Cano, Estéfano Marmallé (nombre castellanizado de Stéphane Marmallé) y su obra Herodias, Oscar Wilde y su Salomé, Gustavo Flauber (nombre castellanizado de Gustave Flaubert) y sus Herodias, Angel Corao (poeta venezolano), la edición de la revista Prismas dirigida por Rafael Lozano (mexicano), Ruben Dario, Julio Herrera Reissing, Verlaine y Baudelaire."
Revista Alas,9,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,NA,NA
Revista Alas,10,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,6,Publicidad con ilustración femenina.
Revista Alas,11,"Latorre Mendoza, Luis",Creador,NA,Colombia,Algo sobre Gutiérrez González,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Especial para «Alas»,NA,NA,1,"9, NA","El texto es un adelanto del libro ""Historia e Historias de Medellín"" sobre el intelectual antioqueño Greogio Gutiérrez González. En este se hace referencia a la formación lectora de este con autores del Siglo de Oro Español como Lope de Vega, Góngora, Rojas y Calderón por influencia de las mujeres de su familia materna, quienes además traducían del inglés y del francés."
Revista Alas,12,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,9,NA
Revista Alas,13,"Blanco, Ignacio",Creador,NA,Colombia,HORARIO,8,Julio 8 de 1933,No,NA,NA,NA,Prosa Ficción,NA,NA,NA,0.7,10,Pese a que tiene el mismo título del número anterior no tienen el mismo contenido.
Revista Alas,14,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,10,NA
Revista Alas,15,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,10,Ilustración que acompaña a un cuento. No aparece el nombre del artista.
Revista Alas,16,"Tejada, Luis",Creador,NA,Colombia,Mi mujer ideal,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Gotas de tinta,NA,NA,1,"11, 12",NA
Revista Alas,17,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,11,NA
Revista Alas,18,"Eça De Queiroz, José Maria ",Creador,NA,Portugal,El periódico,8,Julio 8 de 1933,Sí,NA,Español,Portugués,Prosa No ficción,NA,NA,NA,0.5,12,"No aparece el nombre del traductor, ni la procedencia del texto y mucho menos el indicativo de extranjería."
Revista Alas,19,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,12,NA
Revista Alas,20,"Castro, Alfonso",Creador,NA,Colombia,EL ALFILER DE ORO,8,Julio 8 de 1933,No,NA,NA,NA,Prosa Ficción,NA,NA,NA,3.5,"13, 14,15, 16, 31",Cuento de escritor antioqueño. Parece ambientado en la colonia.
Revista Alas,21,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,14,Publicidad con ilustración femenina.
Revista Alas,22,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,14,Publicidad con ilustración femenina.
Revista Alas,23,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,15,NA.
Revista Alas,24,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.4,16,NA.
Revista Alas,25,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,Publicidad de moda y textil.
Revista Alas,26,"Longas, Horacio",Ilustrador,NA,Colombia,EN LA SALA ANATOMICA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Esta caricatura se anunció en el número anterior.
Revista Alas,27,Anónimo,Ilustrador,C. A. Aguirre,Colombia,Apunte decorativo,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,Especial para «Alas»,NA,NA,0.1,NA,NA
Revista Alas,28,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía de la Unión Musical de Medellín. Sin nombre del fotográfo.
Revista Alas,29,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,NA,Fotografía de matrimonio medellinense. Sin nombre del fotográfo.
Revista Alas,30,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía de matrimonio medellinense. Sin nombre del fotográfo.
Revista Alas,31,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía de la plaza Kosé Félix Restrepo. Sin nombre del fotográfo.
Revista Alas,32,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía de un niño medellinense. Sin nombre del fotográfo.
Revista Alas,33,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,NA,Fotografía del vicepresidente de la Unión Musical de Medellín. Sin nombre del fotográfo.
Revista Alas,34,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,Ciudades de Colombia,NA,NA,0.4,NA,Vista panorámica de Bogotá. No se menciona el nombre del fotográfo.
Revista Alas,35,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,Ciudades de Colombia,NA,NA,0.3,25,Vista panorámica de Barranquilla. No se menciona el nombre del fotográfo.
Revista Alas,36,Anónimo,Creador,NA,NA,LABORIOSIDAD,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Comentarios del momento,NA,NA,0.3,25,Estereotipo medellinense de laboriosidad.
Revista Alas,37,Anónimo,Creador,NA,NA,DENTOSAN,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Comentarios del momento,NA,NA,0.1,25,Comentario publicitario.
Revista Alas,38,Anónimo,Creador,NA,NA,INNOVACIONES ANTIESTETICAS,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Comentarios del momento,NA,NA,0.2,25,Recomendación de grupo musical que toca en un café y desafía por su estética.
Revista Alas,39,Anónimo,Creador,NA,NA,LA H. K. O.,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Comentarios del momento,NA,NA,0.2,25,Crítica al contenido de la radiodifusora de Medellín la H. K. O.
Revista Alas,40,Anónimo,Creador,NA,NA,REINA DE LA FIESTA,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Comentarios del momento,NA,NA,0.3,25,Sobre las primicias de un certamen de belleza e invitación a concurso literario.
Revista Alas,41,Anónimo,Creador,NA,NA,"Mozart, músico trágico",8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,Los grandes musicos,NA,NA,0.5,26,"Reseña de la investigación en curso del musicógrafo francés Heny Geón (aún no lo encuentro en internet). Mención a Coldini, Marivaux,  Beaumarchais y Shakespeare."
Revista Alas,42,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,26,NA.
Revista Alas,43,"Greiner Aubin, Gabriel",Creador,NA,España,Márgara la lunática,8,Julio 8 de 1933,No,NA,NA,NA,Prosa Ficción,NA,NA,NA,1.7,"27, 28, NA",Cuento de un escritor español. No se menciona la nacionalidad y tampoco se indica que es un cuento extranjero como en otras ocasiones.
Revista Alas,44,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,28,Publicidad con imagen de mujer.
Revista Alas,45,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,NA,Cartel de cine.
Revista Alas,46,"Tablanca, Luis",Creador,NA,Colombia,FLOR CLAUSTRAL,8,Julio 8 de 1933,No,NA,NA,NA,Prosa Ficción,CUENTO NACIONAL,NA,NA,1.3,"30, 32",Publicación de un escritor de Norte de Santander.
Revista Alas,47,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,31,NA
Revista Alas,48,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,32,NA
Revista Alas,49,Anónimo,Creador,NA,NA,FRANKENSTEIN,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,NOTAS DEL CINE,NA,NA,0.6,33,Sinopsis de la película. No aparece el nombre del autor y tampoco se encuentra una ficha técnica o juicio de valor.
Revista Alas,50,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,33,NA
Revista Alas,51,Anónimo,Ilustrador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,33,Ilustración del personaje Frankestein. No aparece el nombre del artista.
Revista Alas,52,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,34,NA
Revista Alas,53,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,34,NA
Revista Alas,54,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,34,NA
Revista Alas,55,"Echeverri Peláez, Alfonso",Creador,NA,Colombia,NOTAS DEPORTIVAS,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,1.5,"35, 36",Artículo divido por varios subtítulos.
Revista Alas,56,Anónimo,Ilustrador,NA,NA,"Equipo Blanco y Negro, campeón Dptal. De Baskett Ball",8,Julio 8 de 1933,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,35,NA
Revista Alas,57,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,35,NA
Revista Alas,58,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,36,NA
Revista Alas,59,"Jarnés, Benjamín",Creador,NA,España,Fauna contemporánea El Terrible antiburgués,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,0.5,37,"Artículo literario de un escritor español. Este menciona a Baudelaire, Verlaine y a Juan Cocteau."
Revista Alas,60,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,37,NA
Revista Alas,61,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,37,NA
Revista Alas,62,"Zuluaga y Gutiérrez, Alfredo",Creador,"Zuluaga y Gutiérrez, A.",Colombia,Sociología Inglesa,8,Julio 8 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,0.4,38,Continuación de un artículo desde el número anterior. También anuncia que contiuará…
Revista Alas,63,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.5,38,NA
Revista Alas,64,Anónimo,Creador,NA,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,38,NA
Revista Alas,65,Anónimo,Creador,,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,NA
Revista Alas,66,Anónimo,Creador,,NA,NA,8,Julio 8 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,Contraportada con un aviso publicitario de Piel roja. Usa una imagen de mujer. La impresión está en un tono gris y azul.
Revista Alas,1,"Longas, Horacio",Ilustrador,Maestro Longas,Colombia,LA LIBELULA,5,Mayo 27 de 1933,No,NA,NA,NA,Imagen,Especial para «Alas»,NA,NA,1,NA,Portada de la revista. Combina color azúl y rojo.
Revista Alas,2,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,1,NA,Publicidad de transporte fluvial. Se utilizan los colores rojo y verde en la impresión.
Revista Alas,3,Anónimo,Creador,René D'INDY,NA,El Símbolo,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,Especial para «Alas»,Horacio Longas,NA,0.3,3,Aclaración: esta página está deteriorada y le hace falta un pedazo del título. Se referencia a un autor francés: Hanri Beraud.
Revista Alas,4,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.1,3,NA
Revista Alas,5,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.4,3,NA
Revista Alas,6,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,3,NA
Revista Alas,7,Anónimo,Ninguno de los anteriores,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,Los jóvenes Maestros de la Pintura,NA,NA,0.2,NA,Comentario sobre la obra pictórica de Pedro Nel Gómez.
Revista Alas,8,"Gómez, Pedro Nel",Ilustrador,NA,Colombia,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Imagen,Los jóvenes Maestros de la Pintura,NA,NA,0.3,NA,Pintura de Pedro Nel Gómez. No tiene una ficha técnica de la obra.
Revista Alas,9,"Castillo, Eduardo",Creador,NA,Colombia,LA MUERTE DE DON QUIJOTE,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,1.8,"5, 44",Publicación de un autor bogotano.
Revista Alas,10,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.2,5,NA
Revista Alas,11," González, Pelayo",Creador,NA,Colombia,Los Escritores de España,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,NA,NA,NA,0.7,6,"Mini reseñas de escritores españoles como Benito Pérez  Galdós, Maese Blasco Ibáñez, Armando Palacio Valdés, Felipe Trigo, Jacinto Benavente y Ramón María del Valle-Inclán"
Revista Alas,12,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,6,NA
Revista Alas,13,"Vega, Daniel de la",Creador,NA,Chile,Las amarguras de Junior,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,LA CRONICA,NA,NA,0.7,7,No tiene la marca de extranjería y tampoco se sabe de dónde fue tomado el texto.
Revista Alas,14,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,7,NA
Revista Alas,15,"Álvarez R., Lisandro",Creador,NA,Colombia,HONOR AL MERITO,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa Ficción,Cuento antioqueño,NA,NA,1.3,"8, 41",NA
Revista Alas,16,"Arango Ferrer, Javier",Creador,"Arango Ferrer, J. ",Colombia,ROMULO ROZO,5,Mayo 27 de 1933,No,NA,NA,NA,Prosa No ficción,Crítica de arte,NA,NA,2.5,"9, 12, 32","La selección de un artista nacional como Rómulo Rozo (Bogotá) está sujeto a su paso y consolidación en París y reconocimiento en México. Así mismo, en el texto se le compara con otros genios de la pintura como Gustave Duré y Tsuguharu Foujita."
Revista Alas,17,Anónimo,Creador,NA,NA,NA,5,Mayo 27 de 1933,No,NA,NA,NA,Publicidad,NA,NA,NA,0.3,9,NA
