"NombreR","NumContrib","Contributor","Roles","Seudonimo","PaisOrigen","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"Revista Alas","60","Anónimo","Creador",NA,"Colombia",NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción","De nuestros pintores",NA,NA,"0.1",NA,"Descripción: retrato del poeta Amórtegui hecho por el pintor antioqueño Eladio Vélez en París."
"Revista Alas","61","Greiff, León de","Creador",NA,"Colombia","VIEJO SONETO","5","Mayo 27 de 1933","No",NA,NA,NA,"Poesía","Inédito",NA,NA,"0.3",NA,"La autoría se atribuye a la firma a mano del poeta. Se cree que se trata de León de Greiff porque este poema coincide con ""Vieja romanza"" de este autor. Fuente: http://amediavoz.com/greiff.htm"
"Revista Alas","62","Anónimo","Ilustrador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1",NA,"Ilustración del poeta. No sale la firma del artista."
"Revista Alas","63","Anónimo","Creador",NA,NA,"MOSAICOS MEDELLIN","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5",NA,"Publicidad con ilustraciones."
"Revista Alas","64","Anónimo","Ilustrador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.4",NA,"Fotografía del rey Cristían de Dinamarca. No se menciona el nombre del fotógrafo."
"Revista Alas","65","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1",NA,"Descripción o pie de foto."
"Revista Alas","66","Garrido, Pablo","Creador",NA,"Chile","El ritmo Afro-cubano invade a París","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"1.1","29, 45","Es un reporte de la influencia afrocaribeña en la vida cultural francesa a principios del siglo XX. Se mencionan nombres de agrupaciones y temas. Transferencia cultural. Fuente usada para caracterizar al autor: https://www.memoriachilena.gob.cl/602/w3-article-93558.html"
"Revista Alas","67","Covarrubias, Miguel","Ilustrador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","29","Se trata de la pintura ""Poner, como si dijeramos en el espejo delante de la naturaleza"" (1929) del pintor Miguel Covarrubias. No hay una ficha técnica de esta imagen. Esta información se sacó del libro página 35."
"Revista Alas","68","Anónimo","Creador",NA,NA,"BANCOS DE GRAN LUJO","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","29",NA
"Revista Alas","69","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","29",NA
"Revista Alas","70","Rilke, Rainer María","Creador",NA,"República Checa ",NA,"5","Mayo 27 de 1933","Sí",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"0.5","32","No se tiene el título del texto porque este está incompleto debido a que se perdieron las páginas 30 y 31 de la revista. Sin embargo, debido a este fragmento final y la firma del autor se cree que es el cuento ""El que escuchaba a las piedras"" en Historias del buen Dios."
"Revista Alas","71","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.4","32","Publicidad con ilustración de mujer."
"Revista Alas","72","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","32",NA
"Revista Alas","73","Bunster, Cesar","Creador",NA,"Chile","De vagabundo a novelista célebre","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción","Escritores rusos",NA,NA,"1.4","33","Un artículo sobre el escritor y político ruso Máximo Gorki."
"Revista Alas","74","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","33",NA
"Revista Alas","75","Darío, Rubén","Creador",NA,"Nicaragua","A UNA BOGOTANA","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.7","34","No se menciona de donde se extra el fragmento."
"Revista Alas","76","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","34","Publicidad con ilustración de mujer."
"Revista Alas","77","Tejada Cano, Luis","Creador",NA,"Colombia","El Convaleciente","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción","Gotas de tinta",NA,NA,"1","35",NA
"Revista Alas","78","Anónimo","Creador",NA,NA,"La Tisis","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","36",NA
"Revista Alas","79","Anónimo","Creador",NA,NA,"CONCURSO","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","38",NA
"Revista Alas","80","Zuluaga y Gutiérrez, Alfredo","Creador","A. Zuluaga y Gutiérrez","Colombia","Bajo el signo del niño","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción","Para «Alas»",NA,NA,"0.8","40","Errata: ""q"". Se menciona a un presidente de los Estados Unidos."
"Revista Alas","81","Anónimo","Creador",NA,NA,"BELLEZA !! ELEGANCIA !! DISTINCIÓN !!","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","40",NA
"Revista Alas","82","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","41",NA
"Revista Alas","83","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.4","42","Publicidad con ilustración de mujer."
"Revista Alas","84","Garrido, Gilberto","Creador",NA,"Colombia","El tránsito","5","Mayo 27 de 1933","No",NA,NA,NA,"Poesía","Inéditos",NA,NA,"0.4","43",NA
"Revista Alas","85","Osorio, Miguel Ángel","Creador","Porfirio Barba Jacob","Colombia","Estancias","5","Mayo 27 de 1933","No",NA,NA,NA,"Poesía",NA,NA,NA,"0.2","43",NA
"Revista Alas","86","Anónimo","Creador",NA,NA,"TALLER EDITORIAL","5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","44","Publicidad del Taller editorial Helios."
"Revista Alas","87","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","45",NA
"Revista Alas","88","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","45",NA
"Revista Alas","89","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","45",NA
"Revista Alas","90","Unamuno, Miguel de","Creador",NA,"España","Meditaciones breves","5","Mayo 27 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.5","46","Publicación de un autor español."
"Revista Alas","91","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","46",NA
"Revista Alas","92","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","46",NA
"Revista Alas","93","Anónimo","Creador",NA,NA,NA,"5","Mayo 27 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","46",NA
"Revista Alas","1","Posada, José","Ilustrador",NA,"Colombia",NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Especial para «Alas»",NA,NA,"0.3",NA,"Portada de la revista. Impresión en tonos morados."
"Revista Alas","2","Anónimo","Creador",NA,NA,"NAVIERA COLOMBIANA","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"1",NA,NA
"Revista Alas","3","Gómez Carrillo, Enrique","Creador","E. Gómez Carrillo","Guatemala","El supremo Abandono","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.5",NA,NA
"Revista Alas","4","Anónimo","Creador",NA,NA,"Fabrica de Bello","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5",NA,NA
"Revista Alas","5","Anónimo","Creador",NA,NA,"No soy fumadora pero…","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"1",NA,NA
"Revista Alas","6","Anónimo","Creador","J. Muñoz Cano ",NA,"Las nuevas corrientes políticas","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Original para «Alas»",NA,NA,"0.7","NA, 8","Se retoman ideas de la Revolución Francesa se hace referencia a la última familia imperial rusa como también a los discursos marxistas, imperialistas y facistas en Europa"
"Revista Alas","7","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1",NA,NA
"Revista Alas","8","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2",NA,NA
"Revista Alas","9","Latorre Mendoza, Luis","Creador",NA,"Colombia","Don cecilio F. De Marroquin","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Especial para «Alas»",NA,NA,"1.2","8, 9","Proporciona información sobre la existencia de la Imprenta Editorial (Librería Pérez)."
"Revista Alas","10","Eastman, Maria","Creador",NA,"Colombia","La suave traición","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Inédito",NA,NA,"0.4","9",NA
"Revista Alas","11","Anónimo","Creador","Elzear",NA,"Una poeta Diplomática","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.6","10","El rastreo del autor no ha dado frutos, dejo la siguiente fuente porque ha sido la única que me ha arrojado información https://autores.uy/autor/7135"
"Revista Alas","12","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","10","No se encontró al ilustrador."
"Revista Alas","13","Anónimo","Ilustrador","C. Pérez M",NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Dibujo especial de C. Pérez M",NA,NA,"0.2","10",NA
"Revista Alas","14","Acremant, Albert","Creador",NA,"Francia","Una Obra Maestra","4","Mayo 13 de 1933","Sí",NA,NA,NA,"Prosa Ficción","Cuento extranjero",NA,NA,"1.2","11, 12","No aparece el nombre del traductor y tampoco la procedencia del cuento."
"Revista Alas","15","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","11",NA
"Revista Alas","16","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","12",NA
"Revista Alas","17","Anónimo","Creador",NA,NA,"Sastrería y Almacén de Paños Rafael Arango R.","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","12",NA
"Revista Alas","18","Anónimo","Creador",NA,NA,"HOTEL PALATINO","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","12",NA
"Revista Alas","19","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.4","13",NA
"Revista Alas","20","Torres Durán, Carlos","Creador",NA,"Colombia","La cita…","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.2","13","No se menciona al nombre del ilustrador."
"Revista Alas","21","Anónimo","Creador",NA,NA,"La unión musical","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.2","13","Se le reconoce al Maestro Rotondo su capacidad de dirigir las obras Saint-Sàens, Grieg, Borodin, Ponchielli, Rossini y otros."
"Revista Alas","22","Anónimo","Creador",NA,NA,"Paños para abrigo","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","13",NA
"Revista Alas","23","Anónimo","Creador",NA,NA,"Más conceptos","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.3","14",NA
"Revista Alas","24","Anónimo","Creador","Almafuerte",NA,"La moral moderna","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.2","14",NA
"Revista Alas","25","González, Pelayo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1","14",NA
"Revista Alas","26","Anónimo","Creador",NA,NA,"Electricidad barata","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5","14",NA
"Revista Alas","27","Banchs, Enrique","Creador",NA,"Argentina","Sobre la mar azul","4","Mayo 13 de 1933","No",NA,NA,NA,"Poesía",NA,NA,NA,"0.4","15","Esta entrada maneja un tipo de papel diferente al resto, sin embargo, numera la página algo atípico de la revista. No se menciona la nacionalidad ni la procedencia del texto. El poema es muy corto y se distribuye en toda la página."
"Revista Alas","28","Botero Saldarriaga, Roberto","Creador","Zoilo Expedito","Colombia","Sangre conquistadora","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa Ficción","Cuento antioqueño",NA,NA,"2.3","16, 17, 28",NA
"Revista Alas","29","Marín, Abel","Creador",NA,"Colombia","Flor de María","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa Ficción","Cuento de mayo",NA,NA,"0.7","18",NA
"Revista Alas","30","Anónimo","Creador",NA,NA,"Ovomaltina","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","18",NA
"Revista Alas","31","Yepes Morales, Jesús","Creador","J  Yepes Morales","Colombia","Oriente","4","Mayo 13 de 1933","No",NA,NA,NA,"Poesía","Inéditos para «Alas»",NA,NA,"0.4",NA,NA
"Revista Alas","32","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Damas medellinenses",NA,NA,"0.2",NA,"Sta. Lucía Jaramillo."
"Revista Alas","33","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Damas medellinenses",NA,NA,"0.2",NA,"Sta. Berta Botero."
"Revista Alas","34","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Damas medellinenses",NA,NA,"0.3",NA,"Sta. Teresa Restrepo Loor."
"Revista Alas","35","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Damas medellinenses",NA,NA,"0.3",NA,"Sta. Eugenia Palacio C."
"Revista Alas","36","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.3",NA,NA
"Revista Alas","37","Anónimo","Creador",NA,NA,"Digno émulo del Príncipe de Gales","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","38","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.2",NA,NA
"Revista Alas","39","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","40","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.2",NA,NA
"Revista Alas","41","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","42","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.4",NA,NA
"Revista Alas","43","Anónimo","Creador",NA,NA,"Una espía china y sus cómplices","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","44","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.2",NA,NA
"Revista Alas","45","Anónimo","Creador",NA,NA,"Los perros de la casa blanca","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","46","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","47","Anónimo","Creador",NA,NA,"Tesorera","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Notas gráficas extranjeras",NA,NA,"0.1",NA,NA
"Revista Alas","48","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.4",NA,NA
"Revista Alas","49","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1",NA,NA
"Revista Alas","50","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5",NA,NA
"Revista Alas","51","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.4",NA,NA
"Revista Alas","52","Anónimo","Creador",NA,NA,"Arriba: Frederic March","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1",NA,NA
"Revista Alas","53","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2",NA,NA
"Revista Alas","54","Anónimo","Creador",NA,NA,"Izquierda: Greta Garbo","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1",NA,NA
"Revista Alas","55","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1",NA,NA
"Revista Alas","56","Anónimo","Creador",NA,NA,"Derecha: Dolores del Río","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.1",NA,NA
"Revista Alas","57","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5",NA,NA
"Revista Alas","58","Anónimo","Ilustrador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.4",NA,NA
"Revista Alas","59","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1",NA,NA
"Revista Alas","60","Lewisohn, Ludwig","Creador",NA,"Alemania","El arte de traducir","4","Mayo 13 de 1933","Sí",NA,"Español","Alemán","Prosa No ficción",NA,NA,NA,"0.7","27","No aparece el nombre del traductor y tampoco la procedencia del texto."
"Revista Alas","61","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","27",NA
"Revista Alas","62","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.4","28",NA
"Revista Alas","63","Tejada Cano, Luis","Creador",NA,"Colombia","Predica sobre el descote","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción",NA,NA,NA,"0.6","29",NA
"Revista Alas","64","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.4","29",NA
"Revista Alas","65","Castillo, Eduardo","Creador",NA,"Colombia","Abel Marín","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Poetas de Antioquia",NA,NA,"1.2","30, 31",NA
"Revista Alas","66","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","30",NA
"Revista Alas","67","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5","31",NA
"Revista Alas","68","Álvarez, Bernardo","Creador",NA,"Colombia","¿Quién eres tú?","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Para «Alas»",NA,NA,"1.3","32, 33",NA
"Revista Alas","69","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","32",NA
"Revista Alas","70","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","32",NA
"Revista Alas","71","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5","33",NA
"Revista Alas","72","Eça De Queiroz, José Maria","Creador",NA,"Portugal","Epistolario de Fradique Mendes","4","Mayo 13 de 1933","Sí",NA,"Español","Portugués","Prosa Ficción",NA,"A Benito de S.",NA,"2.2","34, 35, 36, 37",NA
"Revista Alas","73","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","34","No aparece el nombre del traductor y tampoco la procedencia del texto."
"Revista Alas","74","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.2","35",NA
"Revista Alas","75","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","35",NA
"Revista Alas","76","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","36",NA
"Revista Alas","77","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.3","36",NA
"Revista Alas","78","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","36",NA
"Revista Alas","79","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","37",NA
"Revista Alas","80","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.4","37",NA
"Revista Alas","81","Echeverri, Alonso","Creador",NA,NA,"Nuestro deporte","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Especial para «Alas»",NA,NA,"0.5","38",NA
"Revista Alas","82","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.5","38",NA
"Revista Alas","83","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.9",NA,NA
"Revista Alas","84","Anónimo","Creador",NA,"Colombia","Para el próximo número","4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1",NA,"Se anuncian los nombres de los colaboradores del siguiente número."
"Revista Alas","85","Anónimo","Creador",NA,NA,"Ópera Bracale","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Comentarios ",NA,NA,"0.2","40",NA
"Revista Alas","86","Anónimo","Creador",NA,"Colombia","Como se estimula a los artistas propios","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Comentarios ",NA,NA,"0.3","40",NA
"Revista Alas","87","Anónimo","Creador",NA,"Colombia",NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"0.1","40",NA
"Revista Alas","88","Anónimo","Creador","Heliofilo",NA,"Discusiones sobre el hogar","4","Mayo 13 de 1933","No",NA,NA,NA,"Prosa No ficción","Comentarios",NA,NA,"0.4","40",NA
"Revista Alas","89","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"1",NA,NA
"Revista Alas","90","Anónimo","Creador",NA,NA,NA,"4","Mayo 13 de 1933","No",NA,NA,NA,"Publicidad",NA,NA,NA,"1",NA,NA
"Alpha","1","Carrasquilla, Tomás","Creador",NA,"Colombia","Homilia N.°I.","1","Marzo de 1906","No",NA,"Español",NA,"Prosa No ficción",NA,"Luis Cano. El banjamín de la Partida",NA,"14.5","1--15","Epígrafe (de una copla anasaluza)"
"Alpha","2","Schiller, Friedrich","Creador",NA,"Alemania","El guante","1","Marzo de 1906","Sí","De la Torre, Gabriel","Español","Alemán","Poesía",NA,NA,NA,"2","16-17","Transferencia. Traducción"
"Alpha","3","Villiers de L'Isle-Adam, Auguste de","Creador",NA,"Francia","Vox Populi","1","Marzo de 1906","Sí","Restrepo, Carlo E","Español","Francés","Prosa Ficción",NA,"Leconte de L´isle",NA,"3","18-21","Transferencia. Traducción. Epígrafe de El Sargento Hoff"
"Alpha","4","Uribe, Joaquín Antonio","Creador",NA,"Colombia","Cuadros de la Naturaleza. Las Hormigas","1","Marzo de 1906","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"2","22-23",NA
"Alpha","5","Gaviria, José A.","Creador",NA,"Colombia","Napoles (de una cartera de viajes)","1","Marzo de 1906","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"3","24-27",NA
"Alpha","6","Altenberg, Peter","Creador",NA,"Austria","Doce Años","1","Marzo de 1906","Sí",NA,"Español","Alemán","Prosa Ficción",NA,NA,NA,"1.5","28-29",NA
"Alpha","7","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Prosa No ficción","Crónica literaria",NA,NA,"0.5","30",NA
"Alpha","8","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Reseña","Crónica literaria",NA,"Kundry de Gabriel LaTorre","3.5","30-34",NA
"Alpha","9","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Reseña","Crónica literaria",NA,"Hija espiritual de Alfonso Castro","1.5","34-35",NA
"Alpha","10","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Prosa No ficción","Conferencia",NA,NA,"0.5","36","La conferencia es de Sebastian Hoyos"
"Alpha","11","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Reseña","Crónica literaria",NA,"Crisálidas de Abel Farina","1.8","36-38",NA
"Alpha","12","Directores","Director",NA,"Colombia","Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Reseña","Crónica literaria",NA,"Diego Velasco de Máximo Lorenzana","1.3","38-40",NA
"Alpha","13","Montoya, Antonio José","Creador",NA,NA,"Crónica literaria","1","Marzo de 1906","No",NA,"Español",NA,"Prosa No ficción","Crónica literaria",NA,NA,"0.7","40","Promocionan los Juegos Florales promovidos por El Centro Artístico al cual pertenecen los directores de Alpha"
